Institution Name,Grand total men (C2016_A  First major  Communication  Journalism  and Related Programs  Bachelor's degree),Grand total women (C2016_A  First major  Communication  Journalism  and Related Programs  Bachelor's degree),Grand total men (C2016_A  First major  Computer and Information Sciences and Support Services  Bachelor's degree),Grand total women (C2016_A  First major  Computer and Information Sciences and Support Services  Bachelor's degree),Grand total men (C2016_A  First major  Foreign Languages  Literatures  and Linguistics  Bachelor's degree),Grand total women (C2016_A  First major  Foreign Languages  Literatures  and Linguistics  Bachelor's degree),Grand total men (C2016_A  First major  Biological and Biomedical Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Biological and Biomedical Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Mathematics and Statistics  Bachelor's degree),Grand total women (C2016_A  First major  Mathematics and Statistics  Bachelor's degree),Grand total men (C2016_A  First major  Physical Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Physical Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Psychology  Bachelor's degree),Grand total women (C2016_A  First major  Psychology  Bachelor's degree),Grand total men (C2016_A  First major  Social Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Social Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Visual and Performing Arts  Bachelor's degree),Grand total women (C2016_A  First major  Visual and Performing Arts  Bachelor's degree),Grand total men (C2016_A  First major  Health Professions and Related Programs  Bachelor's degree),Grand total women (C2016_A  First major  Health Professions and Related Programs  Bachelor's degree),Grand total men (C2016_A  First major  Business  Management  Marketing  and Related Support Services  Bachelor's degree),Grand total women (C2016_A  First major  Business  Management  Marketing  and Related Support Services  Bachelor's degree),Grand total men (C2016_A  First major  History  Bachelor's degree),Grand total women (C2016_A  First major  History  Bachelor's degree),City location of institution,Institution's internet website address (HD2016),Control of institution (HD2016),State abbreviation (HD2016),Level of institution (HD2016),Degree of urbanization (Urban-centric locale) (HD2016),Institutional category (HD2016),Bachelor's degree (IC2007),Total price for in-state students living on campus 2016-17 (DRVIC2016),Total price for out-of-state students living on campus 2016-16 (DRVIC2016),Applicants men (ADM2015),Applicants women (ADM2015),Admissions men (ADM2015),Admissions women (ADM2015),Percent of full-time first-time undergraduates awarded any loans to students or grant aid  from federal state/local government or the institution (SFA1415),Number of full-time first-time undergraduates awarded any loans to students or grant aid  from federal state/local government or the institution (SFA1415),Total women (EF2015  All students  Undergraduate total),Total men (EF2015  All students  Undergraduate total),Grand total (EF2015B  Undergraduate  Age under 25 total),Grand total (EF2015B  Undergraduate  Age 25 and over total),American Indian or Alaska Native total (EF2015A  All students total),Asian total (EF2015A  All students total),Black or African American total (EF2015A  All students total),Hispanic total (EF2015A  All students total),Native Hawaiian or Other Pacific Islander total (EF2015A  All students total),White total (EF2015A  All students total),Two or more races total (EF2015A  All students total),Race/ethnicity unknown total (EF2015A  All students total),Nonresident alien total (EF2015A  All students total),8-year Graduation rate - bachelor's degree within 200% of normal time (GR200_15),6-year Graduation rate - bachelor's degree within 150% of normal time (GR200_15),4-year Graduation rate - bachelor's degree within 100% of normal time (GR200_15),Full-time retention rate  2015 (EF2015D),Grand total (C2016_A  First major  Grand total  Bachelor's degree),American Indian or Alaska Native total (C2016_A  First major  Grand total  Bachelor's degree),Asian total (C2016_A  First major  Grand total  Bachelor's degree),Black or African American total (C2016_A  First major  Grand total  Bachelor's degree),Hispanic or Latino total (C2016_A  First major  Grand total  Bachelor's degree),Native Hawaiian or Other Pacific Islander total (C2016_A  First major  Grand total  Bachelor's degree),White total (C2016_A  First major  Grand total  Bachelor's degree),Two or more races total (C2016_A  First major  Grand total  Bachelor's degree),Race/ethnicity unknown total (C2016_A  First major  Grand total  Bachelor's degree),Nonresident alien total (C2016_A  First major  Grand total  Bachelor's degree),Early Career($),Mid-Career($),SAT 25th percentile,SAT 75th percentile,ACT 25th percentile,ACT 75th percentile,AgeDiversityIndex,GenderDiversityIndex,RaceDiversityIndex,IncomeDiversityIndex,MajorDiversityIndex,SAT_ACT_DiversityIndex,InstateOutstateDiversityIndex,Average Graduation rate - bachelor's degree within 200% of normal time (GR200_15)
Brigham Young University-Idaho,88.0,139.0,127.0,27.0,8.100638978,17.51118211,234.0,127.0,10.0,8.0,40.0,8.0,54.0,72.0,63.0,52.0,53.0,141.0,170.0,392.0,452.0,166.0,11.0,6.0,Rexburg,www.byui.edu,2,ID,1,32,2,1,11900.0,11900.0,2507.0,4298.0,2493.0,4284.0,59,1156,24918,18885,23921,19862,88,288,153,894,157,22748,1695,11764,6016,72.0,54.0,22.0,68,4178,15,36,9,117,8,3447,212,180,154,50400.0,90800.0,910.0,1120.0,58.0,75.0,0.495714008,0.49052638200000004,0.638835599,0.459071216,0.840181974,0.115469016,0.500021009,148.0
California Lutheran University,44.0,68.0,30.0,5.0,2.0,5.0,23.0,44.0,7.0,7.0,16.0,2.0,16.0,82.0,21.0,25.0,17.0,13.0,36.87304075,182.1128527,92.0,83.0,4.0,4.0,Thousand Oaks,www.callutheran.edu/,2,CA,1,12,2,1,57912.0,57912.0,2695.0,3874.0,1603.0,2441.0,96,536,1613,1197,2479,291,35,203,142,1036,18,1866,174,204,448,71.0,70.0,61.0,84,773,2,34,28,198,1,410,44,27,29,48000.0,95300.0,1490.0,1800.0,65.0,82.0,0.18810346100000003,0.489215777,0.714652565,0.445527775,0.840816366,0.081905024,0.500004317,202.0
Campbell University,4.0,19.0,35.0,6.0,0.0,3.0,17.0,51.0,1.0,5.0,0.0,1.0,17.0,44.0,48.0,25.0,5.0,15.0,39.0,82.0,116.0,73.0,7.0,7.0,Buies Creek,www.campbell.edu,2,NC,1,31,2,1,46410.0,46410.0,2558.0,4068.0,1820.0,3050.0,100,871,2337,2118,3195,1260,45,233,970,419,13,4279,114,282,129,50.0,49.0,39.0,74,897,7,25,130,73,1,556,16,72,17,43100.0,81300.0,1330.0,1640.0,51.0,82.0,0.405763971,0.498903721,0.534382763,0.45285643299999995,0.8273281570000001,0.082075685,0.5000053870000001,138.0
Campbellsville University,10.0,6.0,4.0,1.0,0.0,2.0,4.0,9.0,1.0,4.0,2.0,0.0,6.0,15.0,11.0,5.0,4.0,3.0,9.0,26.0,49.0,29.0,3.0,0.0,Campbellsville,www.campbellsville.edu,2,KY,1,32,2,1,38272.0,38272.0,1153.0,1426.0,856.0,1093.0,98,502,1535,1162,2260,432,8,11,330,68,9,2387,34,42,239,41.0,41.0,28.0,59,391,0,2,35,8,1,295,7,5,38,35900.0,55600.0,1185.0,1535.0,50.0,72.0,0.269546333,0.490618216,0.40014349899999996,0.476828049,0.796517583,0.082198411,0.500006532,110.0
Capital University,14.0,15.0,10.0,1.0,1.0,0.0,9.0,25.0,5.0,1.0,1.0,0.0,6.0,29.0,18.0,17.0,34.0,16.0,15.0,84.0,50.0,36.0,1.0,3.0,Columbus,www.capital.edu,2,OH,1,21,2,1,47140.0,47140.0,1593.0,2141.0,1068.0,1618.0,100,710,1617,1148,2409,356,5,55,365,132,0,2577,150,124,57,59.0,58.0,52.0,76,578,0,3,58,18,0,443,23,20,13,45500.0,77600.0,1420.0,1780.0,64.0,83.0,0.22443139999999998,0.48579017799999996,0.43263566,0.466004956,0.8430847920000001,0.084007036,0.500005303,169.0
Catholic University of America,4.0,16.0,8.0,12.0,2.0,7.0,7.0,11.0,1.0,1.0,2.0,1.0,20.0,59.0,62.0,56.0,14.0,27.0,5.0,58.0,74.0,67.0,5.0,7.0,Washington,www.cua.edu,2,DC,1,11,2,1,60462.0,60462.0,2602.0,3389.0,1988.0,2719.0,94,780,1853,1627,3272,208,13,204,544,623,5,3606,301,676,549,69.0,69.0,62.0,86,806,0,17,39,93,0,540,30,54,33,52800.0,103400.0,1248.4038460000002,1527.7227560000001,58.98746082,75.48119122,0.112427603,0.49803434700000004,0.659399881,0.44753311700000004,0.831497375,0.08816088,0.500004135,200.0
Chestnut Hill College,6.0,17.0,7.0,4.0,0.0,2.0,5.0,10.0,0.0,1.0,0.0,2.0,4.0,27.0,3.0,2.0,4.0,4.0,1.0,11.0,27.0,32.0,5.0,1.0,Philadelphia,www.chc.edu,2,PA,1,11,2,1,49755.0,49755.0,463.0,752.0,430.0,695.0,97,180,960,483,888,531,3,38,625,156,4,873,55,143,54,44.0,42.0,27.0,66,380,1,3,135,34,0,182,8,6,11,39400.0,63600.0,1270.0,1610.0,17.0,24.0,0.468682628,0.445673455,0.68457254,0.47240349299999995,0.8220032840000001,0.027688022000000003,0.500005025,113.0
Duke University,42.56429652,80.27836611,69.0,25.0,13.0,24.0,123.0,202.0,35.0,26.0,37.0,26.0,27.0,82.0,188.0,124.0,15.0,28.0,18.0,121.0,202.1138329,164.6657061,24.0,17.0,Durham,WWW.DUKE.EDU,2,NC,1,11,2,1,69169.0,69169.0,15568.0,15652.0,1824.0,1742.0,56,966,3252,3387,6618,21,79,2305,1121,844,16,7723,409,470,3017,95.0,94.0,87.0,97,1810,12,353,163,82,0,885,55,113,147,65300.0,134400.0,2050.0,2330.0,101.0,114.0,0.006307193000000001,0.499868549,0.701569014,0.44013762,0.8625113609999999,0.08922078900000001,0.5000036139999999,276.0
Elizabethtown College,11.0,18.0,9.0,0.0,0.0,7.0,16.0,31.0,7.0,11.0,4.0,5.0,5.0,19.0,13.0,12.0,7.0,13.0,1.0,45.0,38.0,28.0,5.0,2.0,Elizabethtown,www.etown.edu,2,PA,1,21,2,1,56200.0,56200.0,1115.0,2338.0,798.0,1644.0,100,447,1102,672,1755,19,6,36,52,63,2,1566,34,0,61,78.0,77.0,71.0,82,409,3,3,10,10,0,360,5,0,18,46600.0,89400.0,1000.0,1230.0,65.0,83.0,0.021203051,0.47088896399999997,0.256233047,0.450483416,0.8786485279999999,0.116776524,0.500004448,226.0
Elmhurst College,14.0,28.0,14.0,6.0,1.0,5.0,10.0,31.0,6.0,3.0,8.0,7.0,5.0,63.0,12.0,17.0,31.0,26.0,3.0,94.0,105.0,75.0,9.0,7.0,Elmhurst,www.elmhurst.edu,2,IL,1,21,2,1,48500.0,48500.0,1648.0,1972.0,760.0,1223.0,91,465,1697,1143,2458,382,1,187,169,514,5,2238,98,73,13,74.0,74.0,59.0,79,751,0,36,27,100,1,554,16,14,3,46900.0,84100.0,1430.0,1795.0,61.0,78.0,0.232911807,0.481143182,0.5090181579999999,0.45968418,0.8380501459999999,0.079248611,0.500005155,207.0
Emmanuel College,5.0,30.0,53.25186289,12.02682563,0.0,1.0,26.0,47.0,2.0,0.0,4.0,7.0,9.0,49.0,15.0,23.0,2.0,10.0,3.0,33.0,26.0,36.0,10.0,7.0,Boston,www.emmanuel.edu,2,MA,1,11,2,1,55186.0,55186.0,1394.0,4298.0,1002.0,3461.0,99,519,1464,522,1871,98,5,80,127,177,2,1451,49,273,37,59.0,58.0,51.0,75,442,2,12,28,23,1,323,9,38,6,46700.0,86200.0,1248.4038460000002,1527.7227560000001,58.98746082,75.48119122,0.094636582,0.38770537299999996,0.5388389570000001,0.455834769,0.8754630940000001,0.08816088,0.50000453,168.0
Francis Marion University,5.0,11.0,4.0,0.0,8.100638978,17.51118211,23.0,66.0,1.0,0.0,9.0,8.0,7.0,54.0,18.0,33.0,11.0,10.0,7.0,85.0,53.0,46.0,9.0,9.0,Florence,www.fmarion.edu,1,SC,1,23,2,1,22691.0,32571.0,1217.0,2464.0,737.0,1430.0,99,751,2450,1134,3227,357,20,51,1729,60,2,1921,68,40,56,44.0,41.0,16.0,69,572,3,7,230,5,0,307,7,6,7,40500.0,72300.0,820.0,1030.0,48.0,65.0,0.17942475800000002,0.432707403,0.570645056,0.46026607700000005,0.8607541390000001,0.108557758,0.484026775,101.0
Furman University,6.0,25.0,14.0,2.0,7.0,15.0,20.0,26.0,3.0,2.0,24.0,12.0,1.0,22.0,55.0,46.0,20.0,24.0,24.0,53.0,56.0,43.0,14.0,11.0,Greenville,www.furman.edu,2,SC,1,21,2,1,63018.0,63018.0,2140.0,2903.0,1286.0,1982.0,97,703,1545,1186,2652,79,4,57,169,114,0,2242,68,65,165,85.0,84.0,80.0,89,614,2,15,31,25,0,483,12,9,37,48100.0,104000.0,1248.4038460000002,1527.7227560000001,58.98746082,75.48119122,0.056201287,0.49153995,0.386616653,0.432466866,0.877739004,0.08816088,0.500003967,249.0
Georgetown College,18.0,8.0,4.0,1.0,1.0,9.0,6.0,12.0,2.0,3.0,3.0,0.0,3.0,17.0,10.0,11.0,0.0,4.0,3.0,9.0,15.0,8.0,0.0,1.0,Georgetown,www.georgetowncollege.edu,2,KY,1,31,2,1,48310.0,48310.0,813.0,1332.0,524.0,928.0,100,271,520,464,970,13,4,13,101,43,2,1090,47,50,14,58.0,57.0,49.0,72,190,0,1,15,0,0,158,2,6,8,43000.0,78800.0,903.0,1093.0,59.0,77.0,0.02612643,0.49888759299999996,0.35361340700000005,0.456807955,0.8831586690000001,0.119497492,0.500005175,164.0
Grove City College,3.0,34.0,15.0,1.0,1.0,4.0,22.0,43.0,5.0,6.0,13.0,4.0,5.0,23.0,18.0,20.0,1.0,3.0,36.87304075,182.1128527,63.0,49.0,4.0,6.0,Grove City,www.gcc.edu,2,PA,1,32,2,1,27542.0,27542.0,786.0,755.0,614.0,634.0,64,409,1232,1212,2434,9,3,47,14,31,0,2261,64,0,24,83.0,82.0,77.0,89,582,2,7,3,5,0,548,14,0,3,49800.0,97900.0,1076.0,1309.0,71.0,87.0,0.007343853000000001,0.500171169,0.143534451,0.44697576899999997,0.782514444,0.116587921,0.5000090770000001,242.0
Howard Payne University,2.0,4.0,6.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,10.0,11.0,5.0,3.0,1.0,2.0,4.0,15.0,6.0,1.0,1.0,Brownwood,www.hputx.edu,2,TX,1,33,2,1,38326.0,38326.0,538.0,418.0,440.0,375.0,99,296,511,568,962,117,2,5,99,256,2,726,33,39,1,42.0,42.0,30.0,63,153,0,1,10,25,0,105,7,5,0,40300.0,69000.0,850.0,1070.0,50.0,69.0,0.193531082,0.499067198,0.55391792,0.465530117,0.8680436029999999,0.109965583,0.5000065229999999,114.0
Indiana University-Kokomo,14.0,22.0,14.0,0.0,8.100638978,17.51118211,4.0,4.0,1.0,0.0,22.87101449,13.82318841,6.0,26.0,0.0,8.0,0.0,3.0,25.0,176.0,27.0,23.0,7.0,5.0,Kokomo,www.iuk.edu,1,IN,1,13,2,1,34672.75504,41856.580689999995,528.0,1006.0,382.0,712.0,80,396,2585,1359,3119,825,18,40,159,187,4,3189,88,354,51,33.0,28.0,7.0,65,518,4,6,17,19,2,453,7,7,3,41400.0,68600.0,1250.0,1540.0,58.0,76.0,0.33092961600000004,0.451800094,0.380780925,0.469432367,0.740484678,0.087484842,0.49560066700000005,68.0
Indiana Wesleyan University-Marion,5.0,9.0,9.0,8.0,1.0,0.0,6.0,20.0,0.0,1.0,1.0,0.0,5.0,26.0,4.0,7.0,8.0,22.0,30.0,161.0,47.0,23.0,1.0,0.0,Marion,https://www.indwes.edu,2,IN,1,32,2,1,36952.0,36952.0,1018.0,2158.0,978.0,2046.0,93,1357,6863,3324,3532,6652,42,135,2921,626,10,10486,326,92,92,71.0,71.0,55.0,82,662,0,7,12,23,0,599,15,2,4,45200.0,73300.0,1400.0,1760.0,68.0,91.0,0.453115373,0.43969854799999997,0.451954605,0.471888474,0.714973973,0.091249516,0.500006766,197.0
Iona College,34.0,57.0,5.0,3.0,0.0,3.0,11.0,9.0,2.0,3.0,6.0,7.0,12.0,54.0,19.0,12.0,33.50215827,53.329496400000004,2.0,35.0,132.0,106.0,8.0,4.0,New Rochelle,www.iona.edu,2,NY,1,21,2,1,54334.0,54334.0,4015.0,5572.0,3685.0,5059.0,98,785,1678,1593,3213,48,7,81,314,775,7,2139,52,395,207,63.0,63.0,53.0,77,618,1,11,45,125,0,383,9,33,11,52000.0,103300.0,890.0,1100.0,20.0,25.0,0.029014397999999997,0.499815167,0.653683352,0.44544444299999997,0.786979999,0.043269335,0.500004601,179.0
Johns Hopkins University,42.56429652,80.27836611,27.0,15.0,2.0,10.0,115.0,101.0,42.0,19.0,17.0,10.0,12.0,33.0,110.0,109.0,30.0,35.0,74.0,342.0,16.0,16.0,9.0,9.0,Baltimore,www.jhu.edu,2,MD,1,11,2,1,67650.0,67650.0,12409.0,13065.0,1781.0,1816.0,57,841,3448,2979,5852,575,33,2986,1568,1717,30,10036,742,1409,4165,93.0,93.0,87.0,97,1689,3,315,93,177,1,821,81,31,167,63200.0,112200.0,2030.0,2300.0,102.0,114.0,0.162949539,0.497414836,0.7389264959999999,0.460981216,0.8183561509999999,0.090533294,0.500003696,273.0
Johnson C Smith University,8.0,17.0,13.0,9.0,0.0,1.0,2.0,20.0,1.0,2.0,0.0,1.0,1.0,7.0,12.0,29.0,8.0,6.0,2.0,5.0,19.0,23.0,3.0,1.0,Charlotte,www.jcsu.edu,2,NC,1,11,2,1,32136.0,32136.0,1708.0,2638.0,726.0,1257.0,98,261,839,536,1140,235,4,2,1142,66,2,6,33,133,50,46.0,44.0,32.0,68,268,1,0,180,21,1,1,1,52,11,43300.0,71600.0,700.0,880.0,42.0,53.0,0.283604605,0.47606616399999996,0.357646077,0.469671964,0.8556390979999999,0.10706325,0.50000778,122.0
Lake Superior State University,4.0,3.0,6.0,3.0,8.100638978,17.51118211,5.0,17.0,1.0,1.0,8.0,12.0,1.0,12.0,2.0,10.0,33.50215827,53.329496400000004,7.0,45.0,28.0,43.0,2.0,3.0,Sault Ste Marie,www.lssu.edu,1,MI,1,33,2,1,23161.0,23161.0,750.0,865.0,668.0,816.0,94,426,1143,1106,1882,367,191,13,42,48,0,1786,0,24,145,47.0,42.0,17.0,70,397,27,3,2,10,0,327,0,2,26,44400.0,78000.0,1220.0,1610.0,61.0,83.0,0.273230965,0.50008703,0.35719434,0.462325961,0.839269082,0.092181347,0.500010794,106.0
Lander University,42.56429652,80.27836611,10.0,5.0,0.0,2.0,4.0,6.0,0.0,4.0,3.0,2.0,2.0,20.0,17.0,24.0,10.0,14.0,4.0,48.0,51.0,52.0,12.0,5.0,Greenwood,www.lander.edu,1,SC,1,32,2,1,23483.0,33083.0,656.0,1958.0,423.0,1197.0,98,540,1822,837,2505,154,6,13,800,31,3,1553,53,137,105,54.0,52.0,32.0,69,441,0,0,129,7,1,263,12,13,16,40900.0,73700.0,1200.0,1513.0,56.0,73.0,0.109165431,0.431549395,0.577642026,0.45904508899999996,0.819804561,0.086691036,0.48560729,138.0
Lewis University,7.0,16.0,41.0,3.0,8.100638978,17.51118211,20.0,31.0,3.0,3.0,12.0,13.0,15.0,69.0,9.0,5.0,10.0,14.0,32.0,200.0,108.0,166.0,7.0,6.0,Romeoville,www.lewisu.edu,2,IL,1,21,2,1,44100.0,44100.0,2394.0,3334.0,1470.0,2072.0,99,739,2601,2051,3681,970,11,230,581,1063,17,4091,163,397,126,64.0,63.0,45.0,84,1205,1,41,79,202,1,814,27,34,6,47400.0,79900.0,1430.0,1690.0,66.0,83.0,0.330193299,0.49311698600000003,0.586925688,0.467414005,0.785576692,0.087030983,0.500005669,172.0
Loras College,6.0,18.0,5.0,0.0,1.0,4.0,10.0,17.0,5.0,3.0,2.0,1.0,6.0,9.0,11.0,6.0,2.0,2.0,4.0,6.0,49.0,21.0,4.0,1.0,Dubuque,www.loras.edu,2,IA,1,13,2,1,42336.0,42336.0,630.0,620.0,591.0,596.0,100,374,700,762,1436,26,0,13,30,94,2,1274,36,58,21,61.0,61.0,48.0,81,314,0,0,6,12,1,264,8,17,6,44500.0,85300.0,920.0,1110.0,60.0,78.0,0.034959096,0.49944241100000003,0.299134771,0.450601879,0.816763817,0.119257838,0.500005905,170.0
Lyndon State College,4.0,1.0,4.0,0.0,8.100638978,17.51118211,55.89630682,80.52840909,2.0,1.0,4.0,7.0,2.0,7.0,2.0,2.0,19.0,17.0,2.0,3.0,20.0,4.0,18.00580552,12.00435414,Lyndonville,WWW.LYNDONSTATE.EDU,1,VT,1,33,2,1,23878.0,35566.0,617.0,563.0,604.0,558.0,99,290,485,716,1107,94,15,8,43,50,0,1040,31,72,7,38.0,34.0,18.0,70,200,3,0,5,8,0,171,3,8,2,40400.0,65800.0,1230.0,1570.0,51.0,69.0,0.14440466300000002,0.481903969,0.319236461,0.47140296600000003,0.742470477,0.078841037,0.480677975,90.0
Manchester University,4.0,0.0,2.0,0.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,4.0,5.0,8.0,6.0,5.0,3.0,4.0,2.0,18.0,30.0,19.0,4.0,0.0,North Manchester,www.manchester.edu,2,IN,1,32,2,1,43152.0,43152.0,1326.0,1623.0,901.0,1182.0,100,441,649,597,1234,12,2,84,111,77,0,1164,42,15,41,48.0,48.0,40.0,69,207,0,2,8,9,0,174,8,2,4,44700.0,79900.0,1290.0,1648.0,55.0,77.0,0.019091454,0.49953006200000005,0.414436584,0.460099434,0.813270699,0.082322861,0.500005794,136.0
Marywood University,4.0,12.0,1.0,0.0,0.0,2.0,8.0,14.0,1.0,1.0,22.87101449,13.82318841,5.0,24.0,1.0,2.0,9.0,26.0,10.0,95.0,27.0,23.0,3.0,2.0,Scranton,www.marywood.edu/,2,PA,1,13,2,1,49400.0,49400.0,632.0,1641.0,437.0,1166.0,99,365,1321,612,1693,215,2,56,73,149,1,2204,44,317,164,66.0,65.0,54.0,83,377,0,8,7,21,1,309,6,23,2,41000.0,66000.0,1380.0,1670.0,58.98746082,75.48119122,0.20007662399999998,0.43295749200000005,0.446543426,0.47270945799999997,0.8142623090000001,0.080912073,0.500005061,185.0
Mercyhurst University,9.0,11.0,10.0,0.0,0.0,1.0,18.0,25.0,1.0,3.0,5.0,4.0,2.0,21.0,9.0,23.0,8.0,38.0,17.0,56.0,67.0,66.0,7.0,7.0,Erie,www.mercyhurst.edu,2,PA,1,13,2,1,49215.0,49215.0,1184.0,1565.0,905.0,1305.0,100,612,1424,1089,2349,164,22,39,148,64,0,1953,20,247,335,63.0,60.0,54.0,83,585,1,2,15,19,0,458,0,43,47,42200.0,72300.0,1248.4038460000002,1527.7227560000001,58.98746082,75.48119122,0.122051954,0.491310155,0.498090999,0.46545056700000004,0.8258298409999999,0.08816088,0.50000508,177.0
Methodist University,2.0,4.0,4.0,3.0,0.0,1.0,3.0,30.0,1.0,1.0,2.0,4.0,3.0,7.0,6.0,8.0,4.0,5.0,3.0,35.0,63.0,38.0,3.0,6.0,Fayetteville,www.methodist.edu,2,NC,1,12,2,1,53183.0,53183.0,2905.0,1575.0,1545.0,961.0,98,516,1009,1216,1654,568,21,32,445,174,4,1178,92,334,194,43.0,43.0,18.0,59,325,3,9,61,22,1,174,14,19,22,43700.0,74200.0,1220.0,1590.0,53.0,77.0,0.380733616,0.495895239,0.711634889,0.46654271399999997,0.764118283,0.084553726,0.500004701,104.0
Nebraska Wesleyan University,3.0,12.0,53.25186289,12.02682563,0.0,5.0,15.0,30.0,2.0,1.0,5.0,1.0,6.0,19.0,10.0,9.0,5.0,29.0,13.0,69.0,40.0,17.0,1.0,2.0,Lincoln,www.nebrwesleyan.edu,2,NE,1,11,2,1,44652.0,44652.0,765.0,924.0,568.0,763.0,100,367,1102,709,1460,350,3,39,50,100,2,1708,39,58,50,69.0,68.0,55.0,79,416,1,11,10,12,0,356,5,14,7,43500.0,79200.0,940.0,1190.0,65.0,82.0,0.312128736,0.476717176,0.300546761,0.45767674700000005,0.8574754659999999,0.120834694,0.500005599,192.0
New Jersey Institute of Technology,42.56429652,80.27836611,243.0,28.0,8.100638978,17.51118211,38.0,39.0,12.0,7.0,12.0,2.0,29.99857752,100.70697009999999,80.73219373,83.68091168,2.0,11.0,36.87304075,182.1128527,73.0,34.0,3.0,1.0,Newark,www.njit.edu/,1,NJ,1,11,2,1,35130.0,49734.0,4841.0,1204.0,2724.0,949.0,90,860,1907,6101,6573,1392,4,1942,843,1950,4,3008,273,1181,2120,62.0,58.0,23.0,88,1415,0,326,122,267,0,501,0,142,57,60800.0,119700.0,1620.0,1940.0,68.0,88.0,0.288480081,0.362900712,0.819011699,0.446761478,0.854474085,0.080458155,0.485198732,143.0
North Central College,20.0,32.0,13.0,1.0,5.0,11.0,12.0,15.0,4.0,5.0,4.0,7.0,8.0,72.0,19.0,33.0,23.0,43.0,4.0,8.0,94.0,97.0,4.0,4.0,Naperville,northcentralcollege.edu,2,IL,1,12,2,1,49839.0,49839.0,3202.0,4105.0,1807.0,2370.0,100,573,1461,1272,2589,144,6,72,113,323,3,2075,89,227,54,65.0,64.0,51.0,80,669,1,14,25,44,1,518,31,29,6,47200.0,91100.0,1248.4038460000002,1527.7227560000001,71.0,89.0,0.099862909,0.497790949,0.489249964,0.449623655,0.814133317,0.103083138,0.500005016,180.0
Oakwood University,4.0,4.0,6.0,0.0,3.0,4.0,19.0,30.0,4.0,3.0,4.0,3.0,5.0,16.0,1.0,9.0,2.0,4.0,14.0,43.0,25.0,27.0,1.0,1.0,Huntsville,www.oakwood.edu,2,AL,1,12,2,1,35780.0,35780.0,752.0,1240.0,349.0,597.0,97,362,991,712,1450,252,11,8,1459,56,0,19,0,77,119,41.0,37.0,19.0,76,342,1,1,292,6,0,5,0,7,30,48062.46377,87463.33333,790.0,1040.0,50.0,66.0,0.252426339,0.486865992,0.296523806,0.45774258100000004,0.832997462,0.112169978,0.500006987,97.0
Our Lady of the Lake University,3.0,2.0,11.0,3.0,8.100638978,17.51118211,4.0,12.0,3.0,1.0,0.0,1.0,7.0,31.0,1.0,2.0,1.0,5.0,6.0,47.0,17.0,34.0,1.0,0.0,San Antonio,www.ollusa.edu,2,TX,1,11,2,1,39532.0,39532.0,944.0,2169.0,628.0,1492.0,99,353,1057,471,1164,364,15,30,469,1886,6,705,39,164,20,33.0,32.0,18.0,59,293,2,5,29,199,0,45,1,10,2,44000.0,73300.0,820.0,1010.0,48.0,64.0,0.363180037,0.42674014299999996,0.613115721,0.468807256,0.833839555,0.10874876800000001,0.500006324,83.0
Pacific University,8.0,9.0,3.0,0.0,5.0,5.0,14.0,29.0,1.0,2.0,16.0,8.0,8.0,11.0,12.0,13.0,5.0,9.0,10.0,56.0,30.0,17.0,8.0,3.0,Forest Grove,www.pacificu.edu,2,OR,1,21,2,1,55606.0,55606.0,1332.0,1672.0,1024.0,1350.0,99,454,1146,778,1763,161,29,519,67,347,60,2095,279,258,156,62.0,62.0,52.0,77,380,3,39,3,35,9,207,51,18,15,48600.0,90900.0,990.0,1190.0,21.0,26.0,0.153434786,0.481958738,0.664071349,0.45403031,0.868529315,0.041337001,0.500004496,176.0
Pennsylvania State University-Penn State Harrisburg,12.0,23.0,38.0,5.0,8.100638978,17.51118211,2.0,2.0,2.0,5.0,22.87101449,13.82318841,10.0,37.0,3.0,3.0,33.50215827,53.329496400000004,6.0,46.0,103.0,54.0,18.00580552,12.00435414,Middletown,harrisburg.psu.edu,1,PA,1,21,2,1,32686.0,40692.0,2195.0,1743.0,1872.0,1470.0,74,589,1504,2362,3238,628,8,384,450,267,6,2845,116,108,494,65.0,61.0,39.0,87,720,3,54,67,41,1,511,15,12,16,52400.0,92500.0,1340.0,1720.0,66.0,89.0,0.27217932699999997,0.47549546299999995,0.599318726,0.461709958,0.847965823,0.09180287300000001,0.494054644,165.0
Pomona College,4.0,8.0,19.0,10.0,1.0,3.0,27.0,38.0,20.0,10.0,28.0,12.0,12.0,21.0,42.0,43.0,8.0,7.0,36.87304075,182.1128527,202.1138329,164.6657061,4.0,3.0,Claremont,www.pomona.edu,2,CA,1,21,2,1,67357.0,67357.0,3234.0,4865.0,391.0,443.0,58,259,837,826,1656,7,3,228,121,246,2,658,124,109,172,96.0,96.0,93.0,97,380,0,53,23,60,0,159,29,24,32,57500.0,114100.0,2040.0,2300.0,89.0,103.0,0.008388129,0.5002789529999999,0.782899997,0.44560643,0.758524688,0.081159057,0.500003712,285.0
